Week Start Date,Product ID,Product Name,Units Sold,Price ($),Discount Percentage,Revenue ($),Region
2024-04-28,16,Bar Stool,10,423.28,15.29,3585.6,USA
2024-04-28,17,Patio Set,37,1478.76,0.0,54714.12,USA
2024-04-28,18,Sideboard,9,607.23,0.0,5465.07,USA
2024-04-28,19,Loveseat,37,190.62,0.0,7052.94,USA
2024-04-28,20,Chaise Lounge,18,1301.38,0.0,23424.84,USA
2024-04-28,21,Sectional Sofa,24,1572.94,0.0,37750.56,USA
2024-04-28,22,File Cabinet,12,591.81,0.0,7101.72,USA
2024-04-28,23,Console Table,10,181.63,0.0,1816.3,USA
2024-04-28,24,Bench,22,1118.18,0.0,24599.96,USA
2024-04-28,25,Hutch,16,1423.88,0.0,22782.08,USA
2024-04-28,26,Buffet,39,194.38,0.0,7580.82,USA
2024-04-28,27,Storage Ottoman,26,573.64,0.0,14914.64,USA
2024-04-28,28,Accent Chair,42,330.69,0.0,13888.98,USA
2024-04-28,29,Bunk Bed,23,183.25,0.0,4214.75,USA
2024-04-28,30,Mattress,38,1266.12,0.0,48112.56,USA
2024-04-28,31,Headboard,13,1422.4,0.0,18491.2,USA
2024-04-28,32,Room Divider,40,1427.93,0.0,57117.2,USA
2024-04-28,33,Floating Shelves,23,536.57,0.0,12341.11,USA
2024-04-28,34,Kitchen Island,31,256.52,8.87,7246.77,USA
2024-04-28,35,Rolling Cart,48,1881.16,5.17,85627.39,USA
2024-04-28,36,Foldable Table,49,1417.22,0.0,69443.78,USA
2024-04-28,37,Standing Desk,5,1186.71,0.0,5933.55,USA
2024-04-28,38,Ladder Shelf,36,479.94,0.0,17277.84,USA
2024-04-28,39,Bookcase,31,1361.3,0.0,42200.3,USA
2024-04-28,40,Vanity Table,34,895.49,7.32,28217.96,USA
2024-04-28,41,Makeup Chair,13,896.34,0.0,11652.42,USA
2024-04-28,42,Chest of Drawers,47,904.85,0.0,42527.95,USA
2024-04-28,43,Entryway Table,52,1293.49,11.05,59829.09,USA
2024-04-28,44,Hall Tree,37,1325.29,0.0,49035.73,USA
2024-04-28,45,Gaming Chair,44,468.09,0.0,20595.96,USA
2024-04-28,46,Bean Bag,37,741.98,0.0,27453.26,USA
2024-04-28,47,Murphy Bed,16,1362.1,7.03,20261.51,USA
2024-04-28,48,Plant Stand,17,1775.68,0.0,30186.56,USA
2024-04-28,49,Shoe Rack,31,1584.2,0.0,49110.2,USA
2024-04-28,50,Coat Rack,13,1066.83,0.0,13868.79,USA
2024-05-05,1,Sofa,32,452.12,0.0,14467.84,USA
2024-05-05,2,Dining Table,25,1834.75,0.0,45868.75,USA
2024-05-05,3,Chair,42,852.11,0.0,35788.62,USA
2024-05-05,4,Bed Frame,41,883.82,0.0,36236.62,USA
2024-05-05,5,Nightstand,15,1578.78,0.0,23681.7,USA
2024-05-05,6,Bookshelf,11,1217.75,0.0,13395.25,USA
2024-05-05,7,TV Stand,22,159.54,17.28,2903.37,USA
2024-05-05,8,Coffee Table,5,598.02,0.0,2990.1,USA
2024-05-05,9,Recliner,14,1851.85,0.0,25925.9,USA
2024-05-05,10,Dresser,28,1887.94,23.67,40349.81,USA
2024-05-05,11,Wardrobe,16,920.09,0.0,14721.44,USA
2024-05-05,12,Office Desk,25,537.42,0.0,13435.5,USA
2024-05-05,13,Computer Chair,58,1497.94,6.92,80868.39,USA
2024-05-05,14,Futon,48,650.2,27.84,22520.85,USA
2024-05-05,15,End Table,20,1282.82,0.0,25656.4,USA
2024-05-05,16,Bar Stool,49,1758.82,0.0,86182.18,USA
2024-05-05,17,Patio Set,55,1031.11,9.85,51125.01,USA
2024-05-05,18,Sideboard,34,1774.53,0.0,60334.02,USA
2024-05-05,19,Loveseat,41,906.46,0.0,37164.86,USA
2024-05-05,20,Chaise Lounge,27,851.63,0.0,22994.01,USA
2024-05-05,21,Sectional Sofa,49,887.74,23.52,33268.23,USA
2024-05-05,22,File Cabinet,37,1478.18,0.0,54692.66,USA
2024-05-05,23,Console Table,21,723.2,15.36,12854.45,USA
2024-05-05,24,Bench,38,286.92,0.0,10902.96,USA
2024-05-05,25,Hutch,23,1062.49,0.0,24437.27,USA
2024-05-05,26,Buffet,47,704.56,0.0,33114.32,USA
2024-05-05,27,Storage Ottoman,23,1135.91,0.0,26125.93,USA
2024-05-05,28,Accent Chair,39,1374.01,15.3,45387.67,USA
2024-05-05,29,Bunk Bed,45,1025.22,15.3,39076.26,USA
2024-05-05,30,Mattress,33,93.18,0.0,3074.94,USA
2024-05-05,31,Headboard,17,906.24,0.0,15406.08,USA
2024-05-05,32,Room Divider,43,814.13,0.0,35007.59,USA
2024-05-05,33,Floating Shelves,34,867.58,5.45,27890.09,USA
2024-05-05,34,Kitchen Island,56,1362.83,15.2,64718.07,USA
2024-05-05,35,Rolling Cart,32,1392.83,0.0,44570.56,USA
2024-05-05,36,Foldable Table,26,1409.69,0.0,36651.94,USA
2024-05-05,37,Standing Desk,45,1694.49,0.0,76252.05,USA
2024-05-05,38,Ladder Shelf,54,1086.58,17.76,48254.58,USA
2024-05-05,39,Bookcase,34,1770.99,0.0,60213.66,USA
2024-05-05,40,Vanity Table,6,1313.16,0.0,7878.96,USA
2024-05-05,41,Makeup Chair,44,180.6,0.0,7946.4,USA
2024-05-05,42,Chest of Drawers,49,1937.73,0.0,94948.77,USA
2024-05-05,43,Entryway Table,28,928.43,17.83,21360.95,USA
2024-05-05,44,Hall Tree,23,1994.51,0.0,45873.73,USA
2024-05-05,45,Gaming Chair,8,186.51,0.0,1492.08,USA
2024-05-05,46,Bean Bag,47,955.27,0.0,44897.69,USA
2024-05-05,47,Murphy Bed,15,1862.11,14.48,23887.15,USA
2024-05-05,48,Plant Stand,22,60.36,25.11,994.48,USA
2024-05-05,49,Shoe Rack,41,144.88,0.0,5940.08,USA
2024-05-05,50,Coat Rack,21,1066.09,0.0,22387.89,USA
2024-05-12,1,Sofa,13,78.53,10.18,916.96,USA
2024-05-12,2,Dining Table,21,1341.84,0.0,28178.64,USA
2024-05-12,3,Chair,30,553.55,0.0,16606.5,USA
2024-05-12,4,Bed Frame,46,1783.8,0.0,82054.8,USA
2024-05-12,5,Nightstand,24,648.46,15.37,13171.0,USA
2024-05-12,6,Bookshelf,6,444.4,0.0,2666.4,USA
2024-05-12,7,TV Stand,19,878.46,0.0,16690.74,USA
2024-05-12,8,Coffee Table,30,1137.96,0.0,34138.8,USA
2024-05-12,9,Recliner,42,929.01,0.0,39018.42,USA
2024-05-12,10,Dresser,6,1089.84,20.92,5171.07,USA
2024-05-12,11,Wardrobe,17,1081.01,0.0,18377.17,USA
2024-05-12,12,Office Desk,19,1326.68,0.0,25206.92,USA
2024-05-12,13,Computer Chair,33,1652.21,16.54,45504.84,USA
2024-05-12,14,Futon,32,222.35,0.0,7115.2,USA
2024-05-12,15,End Table,25,473.6,0.0,11840.0,USA
2024-05-12,16,Bar Stool,10,1782.51,0.0,17825.1,USA
2024-05-12,17,Patio Set,33,886.52,0.0,29255.16,USA
2024-05-12,18,Sideboard,12,901.02,0.0,10812.24,USA
2024-05-12,19,Loveseat,31,535.57,0.0,16602.67,USA
2024-05-12,20,Chaise Lounge,43,1997.84,13.17,74593.15,USA
2024-05-12,21,Sectional Sofa,35,1364.8,0.0,47768.0,USA
2024-05-12,22,File Cabinet,15,128.68,0.0,1930.2,USA
2024-05-12,23,Console Table,39,752.83,0.0,29360.37,USA
2024-05-12,24,Bench,43,80.7,5.43,3281.67,USA
2024-05-12,25,Hutch,39,652.46,0.0,25445.94,USA
2024-05-12,26,Buffet,23,1879.91,0.0,43237.93,USA
2024-05-12,27,Storage Ottoman,56,1182.85,29.77,46520.07,USA
2024-05-12,28,Accent Chair,23,1368.44,0.0,31474.12,USA
2024-05-12,29,Bunk Bed,32,1743.4,0.0,55788.8,USA
2024-05-12,30,Mattress,19,1078.97,10.29,18390.94,USA
2024-05-12,31,Headboard,42,1013.59,0.0,42570.78,USA
2024-05-12,32,Room Divider,22,1206.66,0.0,26546.52,USA
2024-05-12,33,Floating Shelves,15,756.74,0.0,11351.1,USA
2024-05-12,34,Kitchen Island,29,376.35,0.0,10914.15,USA
2024-05-12,35,Rolling Cart,11,1314.85,0.0,14463.35,USA
2024-05-12,36,Foldable Table,31,1218.64,9.48,34196.5,USA
2024-05-12,37,Standing Desk,28,1180.47,16.32,27658.88,USA
2024-05-12,38,Ladder Shelf,19,1386.52,0.0,26343.88,USA
2024-05-12,39,Bookcase,8,1684.4,25.07,10096.97,USA
2024-05-12,40,Vanity Table,7,1296.11,28.84,6456.18,USA
2024-05-12,41,Makeup Chair,36,1166.58,11.93,36986.65,USA
2024-05-12,42,Chest of Drawers,24,1494.1,0.0,35858.4,USA
2024-05-12,43,Entryway Table,24,111.9,0.0,2685.6,USA
2024-05-12,44,Hall Tree,11,1767.9,0.0,19446.9,USA
2024-05-12,45,Gaming Chair,31,1028.07,0.0,31870.17,USA
2024-05-12,46,Bean Bag,46,1487.98,12.16,60123.92,USA
2024-05-12,47,Murphy Bed,35,441.08,0.0,15437.8,USA
2024-05-12,48,Plant Stand,40,1948.1,16.63,64965.24,USA
2024-05-12,49,Shoe Rack,16,299.48,0.0,4791.68,USA
2024-05-12,50,Coat Rack,27,1643.1,26.31,32691.61,USA
2024-05-19,1,Sofa,38,1126.16,0.0,42794.08,USA
2024-05-19,2,Dining Table,43,976.15,6.38,39296.48,USA
2024-05-19,3,Chair,52,376.61,8.68,17883.85,USA
2024-05-19,4,Bed Frame,15,273.14,0.0,4097.1,USA
2024-05-19,5,Nightstand,14,686.2,0.0,9606.8,USA
2024-05-19,6,Bookshelf,36,550.1,0.0,19803.6,USA
2024-05-19,7,TV Stand,26,1951.98,9.25,46056.97,USA
2024-05-19,8,Coffee Table,27,718.16,0.0,19390.32,USA
2024-05-19,9,Recliner,43,242.24,25.73,7736.2,USA
2024-05-19,10,Dresser,33,354.16,16.96,9705.12,USA
2024-05-19,11,Wardrobe,21,1266.8,0.0,26602.8,USA
2024-05-19,12,Office Desk,46,911.41,0.0,41924.86,USA
2024-05-19,13,Computer Chair,29,599.74,0.0,17392.46,USA
2024-05-19,14,Futon,22,1169.86,21.68,20157.16,USA
2024-05-19,15,End Table,17,438.53,0.0,7455.01,USA
2024-05-19,16,Bar Stool,31,1979.43,0.0,61362.33,USA
2024-05-19,17,Patio Set,16,1069.38,0.0,17110.08,USA
2024-05-19,18,Sideboard,39,992.2,0.0,38695.8,USA
2024-05-19,19,Loveseat,29,1609.45,0.0,46674.05,USA
2024-05-19,20,Chaise Lounge,49,1052.01,27.58,37331.42,USA
2024-05-19,21,Sectional Sofa,18,1044.79,0.0,18806.22,USA
2024-05-19,22,File Cabinet,29,1307.25,0.0,37910.25,USA
2024-05-19,23,Console Table,32,1496.13,0.0,47876.16,USA
2024-05-19,24,Bench,38,372.34,0.0,14148.92,USA
2024-05-19,25,Hutch,12,1811.22,0.0,21734.64,USA
2024-05-19,26,Buffet,14,773.78,0.0,10832.92,USA
2024-05-19,27,Storage Ottoman,35,766.41,0.0,26824.35,USA
2024-05-19,28,Accent Chair,54,1167.79,13.44,54585.31,USA
2024-05-19,29,Bunk Bed,26,542.66,0.0,14109.16,USA
2024-05-19,30,Mattress,24,1515.77,0.0,36378.48,USA
2024-05-19,31,Headboard,5,784.23,0.0,3921.15,USA
2024-05-19,32,Room Divider,31,734.88,0.0,22781.28,USA
2024-05-19,33,Floating Shelves,30,128.12,0.0,3843.6,USA
2024-05-19,34,Kitchen Island,32,1582.33,0.0,50634.56,USA
2024-05-19,35,Rolling Cart,22,1533.12,0.0,33728.64,USA
2024-05-19,36,Foldable Table,39,1050.2,22.6,31701.34,USA
2024-05-19,37,Standing Desk,34,1430.84,0.0,48648.56,USA
2024-05-19,38,Ladder Shelf,19,448.67,0.0,8524.73,USA
2024-05-19,39,Bookcase,27,1825.68,0.0,49293.36,USA
2024-05-19,40,Vanity Table,15,1271.33,11.96,16789.18,USA
2024-05-19,41,Makeup Chair,38,1686.4,0.0,64083.2,USA
2024-05-19,42,Chest of Drawers,49,470.23,0.0,23041.27,USA
2024-05-19,43,Entryway Table,16,267.61,0.0,4281.76,USA
2024-05-19,44,Hall Tree,15,790.52,0.0,11857.8,USA
2024-05-19,45,Gaming Chair,33,1158.51,0.0,38230.83,USA
2024-05-19,46,Bean Bag,31,1720.16,25.88,39524.46,USA
2024-05-19,47,Murphy Bed,14,179.02,5.48,2368.94,USA
2024-05-19,48,Plant Stand,25,1561.73,0.0,39043.25,USA
2024-05-19,49,Shoe Rack,38,1924.91,21.7,57273.77,USA
2024-05-19,50,Coat Rack,32,1214.72,0.0,38871.04,USA
2024-05-26,1,Sofa,9,1703.81,28.68,10936.42,USA
2024-05-26,2,Dining Table,17,733.31,0.0,12466.27,USA
2024-05-26,3,Chair,27,70.05,22.9,1458.23,USA
2024-05-26,4,Bed Frame,32,658.16,0.0,21061.12,USA
2024-05-26,5,Nightstand,19,559.04,13.58,9179.32,USA
2024-05-26,6,Bookshelf,57,412.18,14.31,20132.23,USA
2024-05-26,7,TV Stand,42,371.53,11.0,13887.79,USA
2024-05-26,8,Coffee Table,38,343.42,0.0,13049.96,USA
2024-05-26,9,Recliner,13,419.32,0.0,5451.16,USA
2024-05-26,10,Dresser,7,1514.8,0.0,10603.6,USA
2024-05-26,11,Wardrobe,22,623.82,7.87,12643.96,USA
2024-05-26,12,Office Desk,38,951.66,0.0,36163.08,USA
2024-05-26,13,Computer Chair,9,1719.46,13.92,13321.0,USA
2024-05-26,14,Futon,29,662.06,0.0,19199.74,USA
2024-05-26,15,End Table,24,1472.94,0.0,35350.56,USA
2024-05-26,16,Bar Stool,44,1670.35,8.0,67615.77,USA
2024-05-26,17,Patio Set,22,278.0,22.05,4767.42,USA
2024-05-26,18,Sideboard,9,896.0,0.0,8064.0,USA
2024-05-26,19,Loveseat,27,742.51,0.0,20047.77,USA
2024-05-26,20,Chaise Lounge,31,1334.39,28.29,29663.62,USA
2024-05-26,21,Sectional Sofa,14,1070.13,0.0,14981.82,USA
2024-05-26,22,File Cabinet,10,687.25,5.27,6510.32,USA
2024-05-26,23,Console Table,49,242.54,0.0,11884.46,USA
2024-05-26,24,Bench,7,1190.9,10.66,7447.65,USA
2024-05-26,25,Hutch,32,1490.79,0.0,47705.28,USA
2024-05-26,26,Buffet,14,484.97,26.83,4967.94,USA
2024-05-26,27,Storage Ottoman,40,627.9,28.46,17967.99,USA
2024-05-26,28,Accent Chair,38,556.36,0.0,21141.68,USA
2024-05-26,29,Bunk Bed,26,148.18,0.0,3852.68,USA
2024-05-26,30,Mattress,46,491.72,0.0,22619.12,USA
2024-05-26,31,Headboard,50,750.46,25.59,27920.86,USA
2024-05-26,32,Room Divider,21,1796.97,0.0,37736.37,USA
2024-05-26,33,Floating Shelves,21,689.95,0.0,14488.95,USA
2024-05-26,34,Kitchen Island,18,748.75,0.0,13477.5,USA
2024-05-26,35,Rolling Cart,37,792.93,25.21,21942.2,USA
2024-05-26,36,Foldable Table,10,1573.94,0.0,15739.4,USA
2024-05-26,37,Standing Desk,38,1374.44,0.0,52228.72,USA
2024-05-26,38,Ladder Shelf,10,113.69,0.0,1136.9,USA
2024-05-26,39,Bookcase,18,1325.61,0.0,23860.98,USA
2024-05-26,40,Vanity Table,19,1697.48,0.0,32252.12,USA
2024-05-26,41,Makeup Chair,21,1244.95,0.0,26143.95,USA
2024-05-26,42,Chest of Drawers,48,1314.06,0.0,63074.88,USA
2024-05-26,43,Entryway Table,47,1638.61,0.0,77014.67,USA
2024-05-26,44,Hall Tree,12,1926.41,16.1,19395.1,USA
2024-05-26,45,Gaming Chair,8,1367.85,0.0,10942.8,USA
2024-05-26,46,Bean Bag,9,1134.84,5.73,9628.32,USA
2024-05-26,47,Murphy Bed,42,867.41,9.21,33075.9,USA
2024-05-26,48,Plant Stand,42,236.67,12.94,8653.89,USA
2024-05-26,49,Shoe Rack,57,1918.33,10.51,97852.67,USA
2024-05-26,50,Coat Rack,39,1837.02,0.0,71643.78,USA
2024-06-02,1,Sofa,33,228.18,0.0,7529.94,USA
2024-06-02,2,Dining Table,32,826.54,16.1,22190.95,USA
2024-06-02,3,Chair,57,1674.21,18.51,77765.88,USA
2024-06-02,4,Bed Frame,22,789.13,0.0,17360.86,USA
2024-06-02,5,Nightstand,14,536.53,0.0,7511.42,USA
2024-06-02,6,Bookshelf,7,1167.43,0.0,8172.01,USA
2024-06-02,7,TV Stand,8,1665.55,0.0,13324.4,USA
2024-06-02,8,Coffee Table,12,506.1,10.27,5449.48,USA
2024-06-02,9,Recliner,15,909.12,0.0,13636.8,USA
2024-06-02,10,Dresser,19,936.09,24.5,13428.21,USA
2024-06-02,11,Wardrobe,45,1336.04,0.0,60121.8,USA
2024-06-02,12,Office Desk,10,436.29,6.64,4073.2,USA
2024-06-02,13,Computer Chair,32,649.07,0.0,20770.24,USA
2024-06-02,14,Futon,14,304.48,0.0,4262.72,USA
2024-06-02,15,End Table,45,1801.03,0.0,81046.35,USA
2024-06-02,16,Bar Stool,14,152.16,0.0,2130.24,USA
2024-06-02,17,Patio Set,58,505.94,5.59,27704.16,USA
2024-06-02,18,Sideboard,6,643.97,0.0,3863.82,USA
2024-06-02,19,Loveseat,15,1856.6,0.0,27849.0,USA
2024-06-02,20,Chaise Lounge,36,869.01,5.24,29645.06,USA
2024-06-02,21,Sectional Sofa,46,1896.17,0.0,87223.82,USA
2024-06-02,22,File Cabinet,7,1197.29,14.94,7128.9,USA
2024-06-02,23,Console Table,12,170.68,0.0,2048.16,USA
2024-06-02,24,Bench,44,1813.27,0.0,79783.88,USA
2024-06-02,25,Hutch,21,231.73,0.0,4866.33,USA
2024-06-02,26,Buffet,24,490.85,25.43,8784.64,USA
2024-06-02,27,Storage Ottoman,41,426.84,0.0,17500.44,USA
2024-06-02,28,Accent Chair,58,212.87,10.28,11077.24,USA
2024-06-02,29,Bunk Bed,22,1747.74,23.98,29229.9,USA
2024-06-02,30,Mattress,46,819.42,0.0,37693.32,USA
2024-06-02,31,Headboard,39,456.75,12.41,15602.63,USA
2024-06-02,32,Room Divider,26,341.04,0.0,8867.04,USA
2024-06-02,33,Floating Shelves,40,294.85,9.28,10699.52,USA
2024-06-02,34,Kitchen Island,33,814.23,0.0,26869.59,USA
2024-06-02,35,Rolling Cart,13,722.39,0.0,9391.07,USA
2024-06-02,36,Foldable Table,19,498.49,0.0,9471.31,USA
2024-06-02,37,Standing Desk,26,1660.83,21.83,33755.04,USA
2024-06-02,38,Ladder Shelf,26,138.32,0.0,3596.32,USA
2024-06-02,39,Bookcase,46,1358.98,0.0,62513.08,USA
2024-06-02,40,Vanity Table,46,916.83,0.0,42174.18,USA
2024-06-02,41,Makeup Chair,35,1597.95,0.0,55928.25,USA
2024-06-02,42,Chest of Drawers,14,614.41,0.0,8601.74,USA
2024-06-02,43,Entryway Table,20,883.6,0.0,17672.0,USA
2024-06-02,44,Hall Tree,28,1307.48,0.0,36609.44,USA
2024-06-02,45,Gaming Chair,36,1655.38,18.9,48330.47,USA
2024-06-02,46,Bean Bag,15,1071.02,0.0,16065.3,USA
2024-06-02,47,Murphy Bed,46,1984.33,0.0,91279.18,USA
2024-06-02,48,Plant Stand,23,1593.35,0.0,36647.05,USA
2024-06-02,49,Shoe Rack,49,295.61,0.0,14484.89,USA
2024-06-02,50,Coat Rack,7,313.41,8.79,2001.03,USA
2024-06-09,1,Sofa,24,1543.37,0.0,37040.88,USA
2024-06-09,2,Dining Table,46,588.05,0.0,27050.3,USA
2024-06-09,3,Chair,55,505.0,20.63,22045.02,USA
2024-06-09,4,Bed Frame,24,539.61,0.0,12950.64,USA
2024-06-09,5,Nightstand,43,1417.7,7.84,56181.75,USA
2024-06-09,6,Bookshelf,16,983.13,0.0,15730.08,USA
2024-06-09,7,TV Stand,28,104.3,20.57,2319.67,USA
2024-06-09,8,Coffee Table,40,991.29,0.0,39651.6,USA
2024-06-09,9,Recliner,18,390.56,0.0,7030.08,USA
2024-06-09,10,Dresser,24,825.87,0.0,19820.88,USA
2024-06-09,11,Wardrobe,18,1149.64,0.0,20693.52,USA
2024-06-09,12,Office Desk,19,1687.65,8.19,29439.2,USA
2024-06-09,13,Computer Chair,31,343.84,26.29,7856.78,USA
2024-06-09,14,Futon,34,1074.67,22.45,28335.82,USA
2024-06-09,15,End Table,42,650.38,0.0,27315.96,USA
2024-06-09,16,Bar Stool,9,626.86,0.0,5641.74,USA
2024-06-09,17,Patio Set,35,1340.58,0.0,46920.3,USA
2024-06-09,18,Sideboard,32,132.82,22.12,3310.09,USA
2024-06-09,19,Loveseat,48,1135.33,0.0,54495.84,USA
2024-06-09,20,Chaise Lounge,9,1852.3,0.0,16670.7,USA
2024-06-09,21,Sectional Sofa,21,251.7,15.05,4490.2,USA
2024-06-09,22,File Cabinet,25,280.53,5.0,6662.59,USA
2024-06-09,23,Console Table,36,1131.0,0.0,40716.0,USA
2024-06-09,24,Bench,13,1709.74,0.0,22226.62,USA
2024-06-09,25,Hutch,6,1128.57,0.0,6771.42,USA
2024-06-09,26,Buffet,5,1233.91,0.0,6169.55,USA
2024-06-09,27,Storage Ottoman,28,664.09,0.0,18594.52,USA
2024-06-09,28,Accent Chair,24,839.21,0.0,20141.04,USA
2024-06-09,29,Bunk Bed,5,1186.29,0.0,5931.45,USA
2024-06-09,30,Mattress,33,835.27,0.0,27563.91,USA
2024-06-09,31,Headboard,10,1404.57,14.12,12062.45,USA
2024-06-09,32,Room Divider,15,1178.06,22.34,13723.22,USA
2024-06-09,33,Floating Shelves,37,1617.99,15.65,50496.66,USA
2024-06-09,34,Kitchen Island,26,1257.39,0.0,32692.14,USA
2024-06-09,35,Rolling Cart,56,649.68,17.3,30087.98,USA
2024-06-09,36,Foldable Table,36,432.68,8.14,14308.55,USA
2024-06-09,37,Standing Desk,27,631.25,11.95,15007.02,USA
2024-06-09,38,Ladder Shelf,18,1673.21,0.0,30117.78,USA
2024-06-09,39,Bookcase,45,143.78,12.39,5668.45,USA
2024-06-09,40,Vanity Table,42,1021.35,0.0,42896.7,USA
2024-06-09,41,Makeup Chair,14,1323.25,8.85,16885.99,USA
2024-06-09,42,Chest of Drawers,15,1187.1,0.0,17806.5,USA
2024-06-09,43,Entryway Table,50,1820.08,29.91,63784.7,USA
2024-06-09,44,Hall Tree,33,1135.11,13.97,32225.66,USA
2024-06-09,45,Gaming Chair,9,1852.01,29.38,11771.01,USA
2024-06-09,46,Bean Bag,15,822.08,0.0,12331.2,USA
2024-06-09,47,Murphy Bed,38,771.55,18.76,23818.67,USA
2024-06-09,48,Plant Stand,39,1180.48,13.64,39759.04,USA
2024-06-09,49,Shoe Rack,34,711.65,0.0,24196.1,USA
2024-06-09,50,Coat Rack,33,1023.64,0.0,33780.12,USA
2024-06-16,1,Sofa,50,1751.68,16.3,73307.81,USA
2024-06-16,2,Dining Table,42,805.19,0.0,33817.98,USA
2024-06-16,3,Chair,25,938.0,15.37,19845.74,USA
2024-06-16,4,Bed Frame,11,1911.4,0.0,21025.4,USA
2024-06-16,5,Nightstand,44,1074.25,7.78,43589.63,USA
2024-06-16,6,Bookshelf,21,297.31,0.0,6243.51,USA
2024-06-16,7,TV Stand,11,1258.94,0.0,13848.34,USA
2024-06-16,8,Coffee Table,28,1210.7,0.0,33899.6,USA
2024-06-16,9,Recliner,31,1615.87,0.0,50091.97,USA
2024-06-16,10,Dresser,33,1205.9,0.0,39794.7,USA
2024-06-16,11,Wardrobe,8,329.77,0.0,2638.16,USA
2024-06-16,12,Office Desk,43,1248.08,0.0,53667.44,USA
2024-06-16,13,Computer Chair,6,1029.86,0.0,6179.16,USA
2024-06-16,14,Futon,13,1278.68,25.72,12347.45,USA
2024-06-16,15,End Table,36,1373.06,13.08,42964.7,USA
2024-06-16,16,Bar Stool,26,395.45,0.0,10281.7,USA
2024-06-16,17,Patio Set,40,965.56,15.57,32608.89,USA
2024-06-16,18,Sideboard,40,1360.89,17.03,45165.22,USA
2024-06-16,19,Loveseat,33,93.03,0.0,3069.99,USA
2024-06-16,20,Chaise Lounge,43,596.65,0.0,25655.95,USA
2024-06-16,21,Sectional Sofa,47,792.86,0.0,37264.42,USA
2024-06-16,22,File Cabinet,57,945.7,23.8,41075.53,USA
2024-06-16,23,Console Table,26,144.31,25.51,2794.91,USA
2024-06-16,24,Bench,6,565.72,0.0,3394.32,USA
2024-06-16,25,Hutch,30,1660.57,20.79,39460.12,USA
2024-06-16,26,Buffet,32,857.58,0.0,27442.56,USA
2024-06-16,27,Storage Ottoman,49,859.49,0.0,42115.01,USA
2024-06-16,28,Accent Chair,43,1648.24,25.62,52716.32,USA
2024-06-16,29,Bunk Bed,11,1682.61,0.0,18508.71,USA
2024-06-16,30,Mattress,32,911.58,0.0,29170.56,USA
2024-06-16,31,Headboard,42,526.12,0.0,22097.04,USA
2024-06-16,32,Room Divider,24,1047.83,0.0,25147.92,USA
2024-06-16,33,Floating Shelves,12,975.15,0.0,11701.8,USA
2024-06-16,34,Kitchen Island,21,1169.04,19.15,19848.55,USA
2024-06-16,35,Rolling Cart,42,1921.59,0.0,80706.78,USA
2024-06-16,36,Foldable Table,48,1653.56,0.0,79370.88,USA
2024-06-16,37,Standing Desk,34,138.89,28.65,3369.33,USA
2024-06-16,38,Ladder Shelf,21,1877.01,29.6,27749.72,USA
2024-06-16,39,Bookcase,10,529.4,13.95,4555.49,USA
2024-06-16,40,Vanity Table,18,1900.51,0.0,34209.18,USA
2024-06-16,41,Makeup Chair,32,607.51,0.0,19440.32,USA
2024-06-16,42,Chest of Drawers,44,1301.55,0.0,57268.2,USA
2024-06-16,43,Entryway Table,38,1323.3,0.0,50285.4,USA
2024-06-16,44,Hall Tree,28,130.78,0.0,3661.84,USA
2024-06-16,45,Gaming Chair,29,664.96,0.0,19283.84,USA
2024-06-16,46,Bean Bag,14,149.4,0.0,2091.6,USA
2024-06-16,47,Murphy Bed,20,1116.51,16.88,18560.86,USA
2024-06-16,48,Plant Stand,46,597.17,13.75,23692.72,USA
2024-06-16,49,Shoe Rack,58,683.6,22.18,30854.7,USA
2024-06-16,50,Coat Rack,26,488.08,0.0,12690.08,USA
2024-06-23,1,Sofa,32,402.74,0.0,12887.68,USA
2024-06-23,2,Dining Table,49,869.02,19.46,34295.53,USA
2024-06-23,3,Chair,20,1399.5,0.0,27990.0,USA
2024-06-23,4,Bed Frame,26,1367.73,0.0,35560.98,USA
2024-06-23,5,Nightstand,12,313.67,0.0,3764.04,USA
2024-06-23,6,Bookshelf,52,359.54,28.73,13324.7,USA
2024-06-23,7,TV Stand,27,298.76,0.0,8066.52,USA
2024-06-23,8,Coffee Table,47,993.41,0.0,46690.27,USA
2024-06-23,9,Recliner,43,732.22,0.0,31485.46,USA
2024-06-23,10,Dresser,44,1129.27,0.0,49687.88,USA
2024-06-23,11,Wardrobe,31,546.35,0.0,16936.85,USA
2024-06-23,12,Office Desk,35,559.27,0.0,19574.45,USA
2024-06-23,13,Computer Chair,27,431.72,0.0,11656.44,USA
2024-06-23,14,Futon,32,668.75,0.0,21400.0,USA
2024-06-23,15,End Table,10,1051.73,0.0,10517.3,USA
2024-06-23,16,Bar Stool,15,1820.63,0.0,27309.45,USA
2024-06-23,17,Patio Set,39,1190.41,0.0,46425.99,USA
2024-06-23,18,Sideboard,33,168.76,5.77,5247.74,USA
2024-06-23,19,Loveseat,49,1066.69,0.0,52267.81,USA
2024-06-23,20,Chaise Lounge,20,1014.32,0.0,20286.4,USA
2024-06-23,21,Sectional Sofa,20,1214.04,0.0,24280.8,USA
2024-06-23,22,File Cabinet,37,626.71,0.0,23188.27,USA
2024-06-23,23,Console Table,38,574.16,0.0,21818.08,USA
2024-06-23,24,Bench,10,900.19,0.0,9001.9,USA
